2.200000000000000e-3	5.500000000000000e-3	2.513000000000000e-1
5.500000000000000e-3	4.300000000000000e-3	2.512000000000000e-1
-1.500000000000000e-3	-3.000000000000000e-3	2.512000000000000e-1
4.000000000000000e-4	-4.300000000000000e-3	2.512000000000000e-1
-1.100000000000000e-3	7.400000000000000e-3	2.512000000000000e-1
1.000000000000000e-3	4.900000000000000e-3	2.512000000000000e-1
-1.600000000000000e-3	3.900000000000000e-3	2.512000000000000e-1
1.600000000000000e-3	2.000000000000000e-3	2.512000000000000e-1
3.400000000000000e-3	-1.600000000000000e-3	2.511000000000000e-1
-1.600000000000000e-3	-3.900000000000000e-3	2.511000000000000e-1
3.800000000000000e-3	4.600000000000000e-3	2.511000000000000e-1
1.800000000000000e-3	-2.000000000000000e-4	2.511000000000000e-1
2.000000000000000e-4	9.700000000000000e-3	2.511000000000000e-1
-3.200000000000000e-3	5.500000000000000e-3	2.511000000000000e-1
3.100000000000000e-3	4.300000000000000e-3	2.511000000000000e-1
-2.100000000000000e-3	-4.300000000000000e-3	2.511000000000000e-1
-5.999999999999999e-4	1.480000000000000e-2	2.511000000000000e-1
2.200000000000000e-3	-5.100000000000000e-3	2.511000000000000e-1
-9.100000000000000e-3	1.050000000000000e-2	2.511000000000000e-1
5.500000000000000e-3	-3.200000000000000e-3	2.511000000000000e-1
2.000000000000000e-4	1.000000000000000e-3	2.511000000000000e-1
3.400000000000000e-3	1.900000000000000e-3	2.511000000000000e-1
-8.600000000000000e-3	-1.010000000000000e-2	2.510000000000000e-1
4.200000000000000e-3	1.540000000000000e-2	2.510000000000000e-1
-6.100000000000000e-3	1.610000000000000e-2	2.510000000000000e-1
4.200000000000000e-3	-1.400000000000000e-3	2.510000000000000e-1
-1.090000000000000e-2	1.190000000000000e-2	2.510000000000000e-1
-7.400000000000000e-3	-5.700000000000000e-3	2.510000000000000e-1
7.800000000000000e-3	7.700000000000000e-3	2.510000000000000e-1
3.100000000000000e-3	1.200000000000000e-2	2.510000000000000e-1
-2.400000000000000e-3	1.020000000000000e-2	2.510000000000000e-1
1.270000000000000e-2	1.120000000000000e-2	2.509000000000000e-1
8.500000000000000e-3	1.290000000000000e-2	2.509000000000000e-1
2.000000000000000e-4	-8.000000000000000e-3	2.509000000000000e-1
-1.300000000000000e-3	-1.420000000000000e-2	2.508000000000000e-1
8.100000000000000e-3	-1.050000000000000e-2	2.508000000000000e-1
8.800000000000000e-3	1.320000000000000e-2	2.508000000000000e-1
3.300000000000000e-3	-1.020000000000000e-2	2.508000000000000e-1
-1.300000000000000e-3	1.960000000000000e-2	2.508000000000000e-1
-1.700000000000000e-2	1.670000000000000e-2	2.508000000000000e-1
8.300000000000000e-3	-6.800000000000000e-3	2.508000000000000e-1
-8.300000000000000e-3	1.840000000000000e-2	2.508000000000000e-1
-6.700000000000000e-3	-1.250000000000000e-2	2.507000000000000e-1
1.220000000000000e-2	-7.400000000000000e-3	2.507000000000000e-1
-7.000000000000000e-3	-1.300000000000000e-2	2.507000000000000e-1
6.400000000000000e-3	2.510000000000000e-2	2.506000000000000e-1
-1.140000000000000e-2	2.470000000000000e-2	2.506000000000000e-1
-1.840000000000000e-2	1.840000000000000e-2	2.506000000000000e-1
-2.300000000000000e-3	2.470000000000000e-2	2.506000000000000e-1
3.700000000000000e-3	-1.500000000000000e-2	2.506000000000000e-1
1.330000000000000e-2	-9.500000000000000e-3	2.506000000000000e-1
5.200000000000000e-3	2.170000000000000e-2	2.506000000000000e-1
-1.530000000000000e-2	-1.180000000000000e-2	2.505000000000000e-1
1.560000000000000e-2	1.400000000000000e-2	2.505000000000000e-1
-1.640000000000000e-2	-1.640000000000000e-2	2.504000000000000e-1
1.340000000000000e-2	2.160000000000000e-2	2.504000000000000e-1
-1.400000000000000e-3	-1.780000000000000e-2	2.504000000000000e-1
-1.360000000000000e-2	2.690000000000000e-2	2.504000000000000e-1
2.080000000000000e-2	1.710000000000000e-2	2.503000000000000e-1
1.350000000000000e-2	2.210000000000000e-2	2.503000000000000e-1
1.190000000000000e-2	-1.630000000000000e-2	2.503000000000000e-1
-2.700000000000000e-3	-2.410000000000000e-2	2.502000000000000e-1
1.330000000000000e-2	-1.900000000000000e-2	2.502000000000000e-1
-1.130000000000000e-2	-2.140000000000000e-2	2.502000000000000e-1
