1.700000000000000e-3	-6.900000000000000e-3	1.001700000000000e+0
-1.600000000000000e-3	-6.300000000000000e-3	1.001600000000000e+0
-4.700000000000000e-3	-8.600000000000000e-3	1.001600000000000e+0
-3.100000000000000e-3	-2.900000000000000e-3	1.001600000000000e+0
-6.900000000000000e-3	-1.230000000000000e-2	1.001600000000000e+0
7.000000000000000e-4	3.100000000000000e-3	1.001600000000000e+0
3.700000000000000e-3	-1.670000000000000e-2	1.001600000000000e+0
-1.240000000000000e-2	1.100000000000000e-3	1.001600000000000e+0
-2.400000000000000e-3	1.400000000000000e-3	1.001600000000000e+0
-7.900000000000000e-3	-6.400000000000000e-3	1.001600000000000e+0
-3.000000000000000e-4	2.000000000000000e-4	1.001600000000000e+0
-8.000000000000000e-4	-1.170000000000000e-2	1.001600000000000e+0
4.000000000000000e-4	-1.700000000000000e-3	1.001600000000000e+0
4.799999999999998e-3	-5.900000000000000e-3	1.001600000000000e+0
-7.000000000000000e-4	2.500000000000000e-3	1.001600000000000e+0
8.000000000000000e-4	1.100000000000000e-3	1.001600000000000e+0
-8.800000000000000e-3	4.300000000000000e-3	1.001600000000000e+0
-1.400000000000000e-3	1.000000000000000e-4	1.001500000000000e+0
-8.700000000000000e-3	-6.900000000000000e-3	1.001500000000000e+0
5.999999999999999e-4	3.500000000000000e-3	1.001500000000000e+0
-2.500000000000000e-3	-1.630000000000000e-2	1.001500000000000e+0
-3.800000000000000e-3	3.700000000000000e-3	1.001500000000000e+0
5.400000000000000e-3	-2.000000000000000e-4	1.001500000000000e+0
-1.060000000000000e-2	-3.200000000000000e-3	1.001500000000000e+0
-1.200000000000000e-3	4.000000000000000e-4	1.001500000000000e+0
-9.900000000000003e-3	-1.720000000000000e-2	1.001500000000000e+0
2.000000000000000e-4	1.000000000000000e-4	1.001500000000000e+0
2.200000000000000e-3	-5.200000000000000e-3	1.001500000000000e+0
7.000000000000000e-4	4.700000000000000e-3	1.001500000000000e+0
5.999999999999999e-4	1.200000000000000e-3	1.001500000000000e+0
-8.800000000000000e-3	-2.300000000000000e-3	1.001500000000000e+0
-1.820000000000000e-2	-5.900000000000000e-3	1.001500000000000e+0
2.600000000000000e-3	5.500000000000000e-3	1.001500000000000e+0
-1.160000000000000e-2	-2.120000000000000e-2	1.001500000000000e+0
-1.400000000000000e-3	3.900000000000000e-3	1.001500000000000e+0
5.900000000000000e-3	-2.900000000000000e-3	1.001500000000000e+0
1.330000000000000e-2	-9.800000000000000e-3	1.001500000000000e+0
