   4.6165298e+00   1.1586727e-02   5.0000000e-04  -5.2000000e-03   2.5130000e-01   6.8151378e-04
   2.9645195e+00   2.1408023e-02  -9.5000000e-03   1.7000000e-03   2.5120000e-01   5.1331841e-04
   5.1338082e+00   7.0506359e-03  -1.3000000e-03  -2.9000000e-03   2.5120000e-01   5.4207148e-04
   5.5584860e+00   2.8439490e-02  -9.6000000e-03  -8.5000000e-03   2.5120000e-01   5.4245364e-04
   4.8114019e+00   3.3652711e-02  -1.5000000e-03  -1.5100000e-02   2.5120000e-01   7.2493253e-04
   5.9984549e+00   1.8953273e-02  -8.2000000e-03  -2.4000000e-03   2.5120000e-01   4.9426143e-04
   5.0899192e+00   1.3841695e-02  -2.3000000e-03  -5.8000000e-03   2.5120000e-01   5.4297028e-04
   1.2315037e+00   4.0004655e-03   6.0000000e-04   1.7000000e-03   2.5110000e-01   4.8918257e-04
   1.0986743e+00   1.1710189e-02   2.4000000e-03   4.7000000e-03   2.5110000e-01   5.6183718e-04
   2.4668517e+00   1.5628612e-02  -5.5000000e-03   4.4000000e-03   2.5110000e-01   4.4731028e-04
   8.6853940e-01   3.7789234e-03   1.1000000e-03   1.3000000e-03   2.5110000e-01   4.9559426e-04
   5.1507255e+00   2.3523044e-02  -4.5000000e-03  -9.6000000e-03   2.5110000e-01   4.6826052e-04
   5.9708389e+00   2.2382496e-02  -9.6000000e-03  -3.1000000e-03   2.5110000e-01   3.9851721e-04
   5.2063303e+00   3.6025014e-02  -7.7000000e-03  -1.4300000e-02   2.5110000e-01   5.5821051e-04
   5.6430972e+00   2.6001800e-02  -9.4000000e-03  -7.0000000e-03   2.5110000e-01   4.2303959e-04
   3.1423190e-01   9.3350972e-03   4.0000000e-03   1.3000000e-03   2.5100000e-01   4.6238375e-04
   5.9597312e+00   4.1177570e-02  -1.7600000e-02  -5.9000000e-03   2.5100000e-01   4.1537726e-04
   4.1016630e+00   2.7093157e-03   7.0000000e-04  -1.0000000e-03   2.5100000e-01   3.7626046e-04
   1.8925469e+00   1.4037742e-03  -2.0000000e-04   6.0000000e-04   2.5100000e-01   3.6695959e-04
   2.9764440e+00   1.7549598e-02  -7.8000000e-03   1.3000000e-03   2.5100000e-01   3.0705698e-04
   6.1085131e+00   3.8315417e-03  -1.7000000e-03  -3.0000000e-04   2.5100000e-01   3.3951205e-04
   3.0546330e+00   4.3427972e-02  -1.9500000e-02   1.7000000e-03   2.5090000e-01   3.6097090e-04
   6.1864435e-01   1.6076788e-02   5.9000000e-03   4.2000000e-03   2.5090000e-01   4.4761869e-04
   5.6063924e+00   5.0646420e-02  -1.7800000e-02  -1.4300000e-02   2.5090000e-01   4.6818891e-04
   4.8362497e+00   5.5648643e-02  -3.1000000e-03  -2.4900000e-02   2.5090000e-01   7.9342784e-04
   2.6805976e+00   3.7412707e-02  -1.5100000e-02   7.5000000e-03   2.5090000e-01   3.5519428e-04
   5.2020611e+00   4.5753441e-02  -9.7000000e-03  -1.8200000e-02   2.5090000e-01   4.8414995e-04
   8.3988962e-01   8.6466109e-03   2.6000000e-03   2.9000000e-03   2.5090000e-01   3.4284746e-04
   5.6672922e-01   5.7891334e-03   2.2000000e-03   1.4000000e-03   2.5090000e-01   3.1954791e-04
   4.7631927e+00   2.6224492e-02  -6.0000000e-04  -1.1800000e-02   2.5090000e-01   3.5582269e-04
   4.1875932e+00   4.8739832e-03   1.1000000e-03  -1.9000000e-03   2.5090000e-01   2.8267633e-04
   8.7605805e-01   6.9355658e-03   2.0000000e-03   2.4000000e-03   2.5090000e-01   3.2406862e-04
   2.5151475e+00   2.0824145e-02  -7.6000000e-03   5.5000000e-03   2.5090000e-01   2.5858904e-04
   1.7736181e-01   2.3908396e-02   1.0600000e-02   1.9000000e-03   2.5080000e-01   4.8886449e-04
   3.3418784e+00   3.0126605e-02   1.3300000e-02  -2.7000000e-03   2.5080000e-01   5.8963461e-04
   5.9803004e+00   4.4638151e-02  -1.9200000e-02  -6.0000000e-03   2.5080000e-01   2.5373725e-04
   3.0746537e+00   3.9815993e-02  -1.7900000e-02   1.2000000e-03   2.5080000e-01   2.1851998e-04
   5.6048678e+00   4.8443831e-02  -1.7000000e-02  -1.3700000e-02   2.5080000e-01   3.3551001e-04
   5.2338936e+00   5.8337009e-02  -1.3100000e-02  -2.2800000e-02   2.5070000e-01   4.9840192e-04
   4.8138908e+00   4.8185383e-02  -2.2000000e-03  -2.1600000e-02   2.5070000e-01   4.4960982e-04
   4.4441921e-01   2.5830055e-02   1.0500000e-02   5.0000000e-03   2.5060000e-01   3.2328848e-04
   9.8568389e-01   2.1315413e-02   5.3000000e-03   8.0000000e-03   2.5060000e-01   1.9922872e-04
