 4.51499342e+00 2.03120249e-02 1.00000000e-03 -5.00000000e-03 2.51000000e-01 3.76090704e-04
 2.94419709e+00 4.06073030e-02 -1.00000000e-02 2.00000000e-03 2.51000000e-01 3.02839538e-04
 5.03413953e+00 1.25980493e-02 -1.00000000e-03 -3.00000000e-03 2.51000000e-01 3.32576624e-04
 5.55037021e+00 5.35488536e-02 -1.00000000e-02 -9.00000000e-03 2.51000000e-01 3.39767018e-04
 4.84494051e+00 6.02169350e-02 -2.00000000e-03 -1.50000000e-02 2.51000000e-01 5.04872569e-04
 6.03820664e+00 3.28416188e-02 -8.00000000e-03 -2.00000000e-03 2.51000000e-01 2.80056810e-04
 5.03413953e+00 2.51921009e-02 -2.00000000e-03 -6.00000000e-03 2.51000000e-01 3.35308603e-04
 1.10714872e+00 8.90840170e-03 1.00000000e-03 2.00000000e-03 2.51000000e-01 3.83565460e-04
 1.19028995e+00 2.14515488e-02 2.00000000e-03 5.00000000e-03 2.51000000e-01 4.40559518e-04
 2.55359005e+00 2.87215919e-02 -6.00000000e-03 4.00000000e-03 2.51000000e-01 3.23269624e-04
 7.85398163e-01 5.63425736e-03 1.00000000e-03 1.00000000e-03 2.51000000e-01 3.75860989e-04
 5.17603659e+00 4.45137625e-02 -5.00000000e-03 -1.00000000e-02 2.51000000e-01 3.59905650e-04
 5.99172851e+00 4.15708833e-02 -1.00000000e-02 -3.00000000e-03 2.51000000e-01 2.86436257e-04
 5.23153509e+00 6.41529432e-02 -8.00000000e-03 -1.40000000e-02 2.51000000e-01 4.39802798e-04
 5.62214214e+00 4.53941099e-02 -9.00000000e-03 -7.00000000e-03 2.51000000e-01 3.09417198e-04
 2.44978663e-01 1.64252384e-02 4.00000000e-03 1.00000000e-03 2.51000000e-01 4.44327311e-04
 5.96143475e+00 7.54488033e-02 -1.80000000e-02 -6.00000000e-03 2.51000000e-01 4.12574579e-04
 3.92699082e+00 5.63425736e-03 1.00000000e-03 -1.00000000e-03 2.51000000e-01 3.67088535e-04
 1.57079633e+00 3.98404267e-03 -0.00000000e+00 1.00000000e-03 2.51000000e-01 3.57461249e-04
 3.01723766e+00 3.21095091e-02 -8.00000000e-03 1.00000000e-03 2.51000000e-01 2.89898989e-04
 4.71238898e+00 7.96795886e-03 -2.00000000e-03 -0.00000000e+00 2.51000000e-01 3.21804064e-04
 3.04192400e+00 7.99081750e-02 -2.00000000e-02 2.00000000e-03 2.51000000e-01 4.61740063e-04
 5.88002604e-01 2.87215919e-02 6.00000000e-03 4.00000000e-03 2.51000000e-01 5.30765117e-04
 5.62214214e+00 9.06019066e-02 -1.80000000e-02 -1.40000000e-02 2.51000000e-01 5.54430132e-04
 4.83181791e+00 9.99816742e-02 -3.00000000e-03 -2.50000000e-02 2.51000000e-01 8.91419488e-04
 2.65163533e+00 6.76258048e-02 -1.50000000e-02 8.00000000e-03 2.51000000e-01 4.47322400e-04
 5.21948748e+00 8.18535956e-02 -1.00000000e-02 -1.80000000e-02 2.51000000e-01 5.69038087e-04
 7.85398163e-01 1.69013414e-02 3.00000000e-03 3.00000000e-03 2.51000000e-01 4.36913611e-04
 4.63647609e-01 8.90840170e-03 2.00000000e-03 1.00000000e-03 2.51000000e-01 3.96472120e-04
 4.79553021e+00 4.79377259e-02 -1.00000000e-03 -1.20000000e-02 2.51000000e-01 4.42424005e-04
 4.24874137e+00 8.90840170e-03 1.00000000e-03 -2.00000000e-03 2.51000000e-01 3.66020681e-04
 7.85398163e-01 1.12681570e-02 2.00000000e-03 2.00000000e-03 2.51000000e-01 4.04176240e-04
 2.49809154e+00 3.98195781e-02 -8.00000000e-03 6.00000000e-03 2.51000000e-01 3.50551490e-04
 1.79853500e-01 4.45137625e-02 1.10000000e-02 2.00000000e-03 2.51000000e-01 6.89123564e-04
 3.36839150e+00 5.31040652e-02 1.30000000e-02 -3.00000000e-03 2.51000000e-01 7.60348397e-04
 5.97730644e+00 7.92157940e-02 -1.90000000e-02 -6.00000000e-03 2.51000000e-01 4.36205143e-04
 3.08609415e+00 7.17006070e-02 -1.80000000e-02 1.00000000e-03 2.51000000e-01 4.04564335e-04
 5.59426092e+00 8.75157878e-02 -1.70000000e-02 -1.40000000e-02 2.51000000e-01 5.33017218e-04
 5.22684029e+00 1.04871568e-01 -1.30000000e-02 -2.30000000e-02 2.51000000e-01 7.98147658e-04
 4.80304887e+00 8.77846537e-02 -2.00000000e-03 -2.20000000e-02 2.51000000e-01 7.60508480e-04
 4.26627493e-01 4.81024904e-02 1.10000000e-02 5.00000000e-03 2.51000000e-01 7.25483925e-04
