 -5.71520435e-01 -8.96592193e-05 1.83811062e-04
 -5.60417155e-01 -1.09021992e-04 6.70881040e-03
 -5.49040032e-01 -9.48750924e-05 1.27815793e-02
 -5.38031482e-01 -2.35534533e-04 1.95189312e-02
 -5.26887453e-01 -2.58102699e-04 2.54778997e-02
 -5.16043995e-01 -8.97388350e-05 3.22931083e-02
 -5.04755716e-01 1.47380243e-04 3.87908513e-02
 -4.93275030e-01 2.30212478e-04 4.50912576e-02
 -4.82274114e-01 -2.63511560e-05 5.13029864e-02
 -4.71248974e-01 -1.66473282e-04 5.78678042e-02
 -4.60267732e-01 -8.52198569e-06 6.43259378e-02
 -4.49159586e-01 -3.38953718e-04 7.03689189e-02
 -4.37951942e-01 -1.62874195e-04 7.71727754e-02
 -4.26773918e-01 2.26690023e-04 8.35864516e-02
 -4.15638780e-01 -1.24161822e-04 9.01089336e-02
 -4.04693920e-01 -2.10993326e-04 9.62741929e-02
 -3.93417916e-01 -1.18527751e-04 1.03041268e-01
 -3.81949283e-01 -2.40083847e-04 1.09350378e-01
 -3.71558979e-01 -2.20781926e-04 1.15592289e-01
 -3.59929034e-01 -8.35739789e-05 1.21855549e-01
 -3.49041324e-01 -3.97602662e-04 1.28436593e-01
 -3.37855140e-01 -1.14591169e-04 1.34923375e-01
 -3.26750185e-01 -9.77725447e-05 1.41205049e-01
 -3.15667108e-01 4.71139545e-04 1.47834259e-01
 -3.04814344e-01 -2.60082599e-05 1.54431158e-01
 -2.93087143e-01 1.44513780e-04 1.60480542e-01
 -2.82294185e-01 -1.45293410e-05 1.66831371e-01
 -2.71149589e-01 -1.79023058e-04 1.73472096e-01
 -2.60039367e-01 -7.68610128e-05 1.79449553e-01
 -2.48783281e-01 1.54871456e-04 1.86117290e-01
 -2.37691298e-01 -2.56289642e-04 1.92154192e-01
 -2.26611559e-01 1.63031651e-05 1.99000965e-01
 -2.15413701e-01 2.72027658e-04 2.05217378e-01
 -2.04192840e-01 1.90104678e-04 2.11102297e-01
 -1.92889030e-01 2.75823475e-04 2.17000501e-01
 -1.80722220e-01 1.34891942e-04 2.21940850e-01
 -1.69474819e-01 3.98694032e-04 2.27011676e-01
 -1.57387542e-01 1.71921127e-04 2.32199985e-01
 -1.44992438e-01 3.77306664e-05 2.36204327e-01
 -1.33051818e-01 1.37170478e-05 2.40398702e-01
 -1.20640245e-01 4.00527980e-05 2.43903912e-01
 -1.08683621e-01 1.10129600e-04 2.47285477e-01
 -9.54979023e-02 2.71455566e-04 2.49835606e-01
 -8.30513200e-02 4.36140914e-04 2.52423729e-01
 -7.02786534e-02 -2.89979124e-04 2.55135171e-01
 -5.75079007e-02 -4.10869238e-06 2.56675434e-01
 -4.44567530e-02 -9.66329136e-05 2.58289927e-01
 -3.15781032e-02 -1.37384319e-04 2.58862445e-01
 -1.93942848e-02 2.73674583e-04 2.59655430e-01
 -6.63159749e-03 2.78802276e-05 2.60482127e-01
 6.26968063e-03 -1.03502141e-04 2.60231800e-01
 1.93249390e-02 -1.30048419e-04 2.60110125e-01
 3.19287594e-02 2.13839734e-05 2.59074036e-01
 4.47426290e-02 -4.49368851e-04 2.57746951e-01
 5.76746295e-02 1.50495733e-04 2.56875648e-01
 7.03567783e-02 4.48180580e-04 2.54754150e-01
 8.29515372e-02 2.31842619e-07 2.52563634e-01
 9.53663760e-02 1.19016739e-04 2.50020568e-01
 1.08488556e-01 -1.32661527e-05 2.47254816e-01
 1.20541529e-01 -3.52198491e-04 2.43852881e-01
 1.32893294e-01 -2.20346647e-04 2.40371034e-01
 1.45067847e-01 2.54681164e-04 2.36359989e-01
 1.57495960e-01 -7.79869578e-05 2.31605747e-01
 1.69249163e-01 -2.92460402e-04 2.27339072e-01
 1.80980313e-01 7.23667316e-05 2.22095333e-01
 1.92596943e-01 -7.70357650e-05 2.17156915e-01
 2.04109226e-01 1.68166340e-04 2.11190797e-01
 2.15673684e-01 -2.62995064e-04 2.05333917e-01
 2.26940861e-01 2.93566551e-04 1.99131807e-01
 2.37801245e-01 3.05620365e-04 1.92904586e-01
 2.49015060e-01 -1.19189721e-04 1.86512039e-01
 2.59909059e-01 3.79840117e-04 1.79779440e-01
 2.71038817e-01 1.41525966e-05 1.73132773e-01
 2.81811800e-01 -4.33834725e-05 1.66655628e-01
 2.93456007e-01 -4.35500033e-04 1.60532925e-01
 3.04364478e-01 3.81242142e-06 1.54245041e-01
 3.15577746e-01 -3.01214756e-05 1.47610766e-01
 3.26476712e-01 -2.87837662e-04 1.41318561e-01
 3.37773320e-01 2.86701473e-04 1.34995118e-01
 3.48822283e-01 -6.39960929e-05 1.28228533e-01
 3.59961520e-01 7.19327109e-05 1.21715389e-01
 3.71165737e-01 -5.04210571e-04 1.15404420e-01
 3.82373575e-01 5.00524562e-05 1.09224157e-01
 3.93327256e-01 3.59831648e-05 1.02623947e-01
 4.04691059e-01 1.68140048e-04 9.63028786e-02
 4.15472187e-01 3.53167600e-05 8.96892300e-02
 4.26756998e-01 2.06752767e-05 8.36768709e-02
 4.37992999e-01 -1.78585530e-04 7.71914016e-02
 4.49244603e-01 3.90021928e-05 7.04853867e-02
 4.60038529e-01 6.14841525e-05 6.43936914e-02
 4.71503090e-01 3.16138758e-04 5.78300234e-02
 4.82441203e-01 1.99887102e-04 5.12478132e-02
 4.93601853e-01 -4.80687084e-04 4.50610732e-02
 5.04797864e-01 3.23865808e-04 3.88290900e-02
 5.15453989e-01 8.66656770e-05 3.20771280e-02
 5.26745938e-01 1.56606190e-05 2.55923583e-02
 5.37528569e-01 5.88288165e-05 1.92082585e-02
 5.48848100e-01 -4.47367377e-04 1.29954731e-02
 5.59931567e-01 4.37723034e-05 6.38822119e-03
 5.70979908e-01 -3.89806993e-06 1.76521791e-05
 -5.37001848e-01 -1.95494998e-01 2.63374623e-05
 -5.26300884e-01 -1.91712061e-01 6.52493427e-03
 -5.16255750e-01 -1.87649270e-01 1.30966520e-02
 -5.05775717e-01 -1.84033044e-01 1.91909985e-02
 -4.95371973e-01 -1.80351751e-01 2.57287047e-02
 -4.84920126e-01 -1.76163065e-01 3.22840878e-02
 -4.74584240e-01 -1.72583082e-01 3.86929766e-02
 -4.63596134e-01 -1.68813057e-01 4.50827821e-02
 -4.53319751e-01 -1.65053988e-01 5.14252291e-02
 -4.42730549e-01 -1.61351491e-01 5.75586533e-02
 -4.32388258e-01 -1.57483949e-01 6.43973988e-02
 -4.22146142e-01 -1.53840568e-01 7.08108639e-02
 -4.11667493e-01 -1.50029736e-01 7.69243412e-02
 -4.01225051e-01 -1.46082285e-01 8.35495143e-02
 -3.90589680e-01 -1.42162060e-01 8.97672891e-02
 -3.80055236e-01 -1.38155649e-01 9.63526111e-02
 -3.69887033e-01 -1.34413236e-01 1.02593456e-01
 -3.59094726e-01 -1.30597865e-01 1.09312847e-01
 -3.48653103e-01 -1.27058939e-01 1.15466201e-01
 -3.38439545e-01 -1.23223254e-01 1.22094131e-01
 -3.28232701e-01 -1.19171913e-01 1.28390090e-01
 -3.17319931e-01 -1.15654536e-01 1.34657850e-01
 -3.06885147e-01 -1.11778673e-01 1.41370287e-01
 -2.96225711e-01 -1.08048359e-01 1.47932558e-01
 -2.86512701e-01 -1.04148061e-01 1.54432062e-01
 -2.75707151e-01 -1.00343965e-01 1.60556582e-01
 -2.64877510e-01 -9.62474126e-02 1.66610267e-01
 -2.54418054e-01 -9.29869740e-02 1.73118654e-01
 -2.44479918e-01 -8.86257597e-02 1.79895161e-01
 -2.33893040e-01 -8.53013775e-02 1.86127524e-01
 -2.23278055e-01 -8.16969200e-02 1.92129360e-01
 -2.12441402e-01 -7.78488054e-02 1.99395492e-01
 -2.02513997e-01 -7.35179325e-02 2.05579062e-01
 -1.91888785e-01 -6.95274722e-02 2.11390567e-01
 -1.81310504e-01 -6.57962707e-02 2.16861914e-01
 -1.69914717e-01 -6.18134994e-02 2.22066146e-01
 -1.58691539e-01 -5.78259024e-02 2.27521435e-01
 -1.47501853e-01 -5.34755981e-02 2.31921517e-01
 -1.36455781e-01 -4.94848589e-02 2.36212839e-01
 -1.24731495e-01 -4.55268770e-02 2.40297646e-01
 -1.13267999e-01 -4.11583170e-02 2.43932034e-01
 -1.01577611e-01 -3.70071545e-02 2.47152416e-01
 -8.96772211e-02 -3.30718317e-02 2.49884626e-01
 -7.80389129e-02 -2.86503505e-02 2.52851092e-01
 -6.58681139e-02 -2.42826727e-02 2.55129727e-01
 -5.42400417e-02 -1.93634999e-02 2.56353487e-01
 -4.22145235e-02 -1.50228434e-02 2.58319474e-01
 -2.99821889e-02 -1.06706942e-02 2.59033637e-01
 -1.84505554e-02 -6.63474998e-03 2.59952111e-01
 -5.99496286e-03 -2.23147784e-03 2.59976980e-01
