 4.61652983e+00 2.07848423e-02 5.00000000e-04 -5.20000000e-03 2.51300000e-01 6.81527092e-04
 2.96451950e+00 3.84003286e-02 -9.50000000e-03 1.70000000e-03 2.51200000e-01 5.13330174e-04
 5.13380819e+00 1.26507969e-02 -1.30000000e-03 -2.90000000e-03 2.51200000e-01 5.42084418e-04
 5.55848597e+00 5.09997118e-02 -9.60000000e-03 -8.50000000e-03 2.51200000e-01 5.42466478e-04
 4.81140190e+00 6.03340106e-02 -1.50000000e-03 -1.51000000e-02 2.51200000e-01 7.24946612e-04
 5.99845487e+00 3.39996468e-02 -8.20000000e-03 -2.40000000e-03 2.51200000e-01 4.94273771e-04
 5.08991918e+00 2.48332339e-02 -2.30000000e-03 -5.80000000e-03 2.51200000e-01 5.42983447e-04
 1.23150371e+00 7.17938934e-03 6.00000000e-04 1.70000000e-03 2.51100000e-01 4.89195130e-04
 1.09867434e+00 2.10136723e-02 2.40000000e-03 4.70000000e-03 2.51100000e-01 5.61849501e-04
 2.46685171e+00 2.80429718e-02 -5.50000000e-03 4.40000000e-03 2.51100000e-01 4.47322065e-04
 8.68539395e-01 6.78181015e-03 1.10000000e-03 1.30000000e-03 2.51100000e-01 4.95606905e-04
 5.15072554e+00 4.21985830e-02 -4.50000000e-03 -9.60000000e-03 2.51100000e-01 4.68273894e-04
 5.97083886e+00 4.01540796e-02 -9.60000000e-03 -3.10000000e-03 2.51100000e-01 3.98529505e-04
 5.20633035e+00 6.45906535e-02 -7.70000000e-03 -1.43000000e-02 2.51100000e-01 5.58224037e-04
 5.64309715e+00 4.66410532e-02 -9.40000000e-03 -7.00000000e-03 2.51100000e-01 4.23052305e-04
 3.14231899e-01 1.67551975e-02 4.00000000e-03 1.30000000e-03 2.51000000e-01 4.62396574e-04
 5.95973118e+00 7.38201836e-02 -1.76000000e-02 -5.90000000e-03 2.51000000e-01 4.15389066e-04
 4.10166302e+00 4.86313123e-03 7.00000000e-04 -1.00000000e-03 2.51000000e-01 3.76273329e-04
 1.89254688e+00 2.51973782e-03 -2.00000000e-04 6.00000000e-04 2.51000000e-01 3.66972220e-04
 2.97644398e+00 3.14939310e-02 -7.80000000e-03 1.30000000e-03 2.51000000e-01 3.07068939e-04
 6.10851311e+00 6.87745192e-03 -1.70000000e-03 -3.00000000e-04 2.51000000e-01 3.39524674e-04
 3.05463303e+00 7.78572954e-02 -1.95000000e-02 1.70000000e-03 2.50900000e-01 3.60981680e-04
 6.18644351e-01 2.88570221e-02 5.90000000e-03 4.20000000e-03 2.50900000e-01 4.47631285e-04
 5.60639238e+00 9.07530232e-02 -1.78000000e-02 -1.43000000e-02 2.50900000e-01 4.68201474e-04
 4.83624966e+00 9.96774520e-02 -3.10000000e-03 -2.49000000e-02 2.50900000e-01 7.93442518e-04
 2.68059756e+00 6.70972609e-02 -1.51000000e-02 7.50000000e-03 2.50900000e-01 3.55204812e-04
 5.20206108e+00 8.20138290e-02 -9.70000000e-03 -1.82000000e-02 2.50900000e-01 4.84163618e-04
 8.39889620e-01 1.55223420e-02 2.60000000e-03 2.90000000e-03 2.50900000e-01 3.42860013e-04
 5.66729218e-01 1.03929337e-02 2.20000000e-03 1.40000000e-03 2.50900000e-01 3.19560612e-04
 4.76319268e+00 4.70566845e-02 -6.00000000e-04 -1.18000000e-02 2.50900000e-01 3.55836549e-04
 4.18759321e+00 8.75007497e-03 1.10000000e-03 -1.90000000e-03 2.50900000e-01 2.82689330e-04
 8.76058051e-01 1.24509304e-02 2.00000000e-03 2.40000000e-03 2.50900000e-01 3.24081195e-04
 2.51514746e+00 3.73734405e-02 -7.60000000e-03 5.50000000e-03 2.50900000e-01 2.58600510e-04
 1.77361811e-01 4.29119852e-02 1.06000000e-02 1.90000000e-03 2.50800000e-01 4.88877612e-04
 3.34187838e+00 5.40592918e-02 1.33000000e-02 -2.70000000e-03 2.50800000e-01 5.89648374e-04
 5.98030044e+00 8.00346753e-02 -1.92000000e-02 -6.00000000e-03 2.50800000e-01 2.53748895e-04
 3.07465371e+00 7.14101802e-02 -1.79000000e-02 1.20000000e-03 2.50800000e-01 2.18530991e-04
 5.60486784e+00 8.68354342e-02 -1.70000000e-02 -1.37000000e-02 2.50800000e-01 3.35522607e-04
 5.23389358e+00 1.04505938e-01 -1.31000000e-02 -2.28000000e-02 2.50700000e-01 4.98415600e-04
 4.81389081e+00 8.63889474e-02 -2.20000000e-03 -2.16000000e-02 2.50700000e-01 4.49624344e-04
 4.44419210e-01 4.63741634e-02 1.05000000e-02 5.00000000e-03 2.50600000e-01 3.23301223e-04
 9.85683889e-01 3.82748081e-02 5.30000000e-03 8.00000000e-03 2.50600000e-01 1.99240810e-04
 2.29377568e+00 6.32439464e-02 -1.05000000e-02 1.19000000e-02 2.50600000e-01 1.20118519e-04
 2.31348543e+00 6.59910347e-02 -1.12000000e-02 1.22000000e-02 2.50600000e-01 1.34222651e-04
 4.54719275e-01 3.99547184e-02 9.00000000e-03 4.40000000e-03 2.50600000e-01 2.55735399e-04
 8.18719159e-01 3.38657150e-02 5.80000000e-03 6.20000000e-03 2.50600000e-01 1.77258626e-04
 1.22302934e+00 3.39430899e-02 2.90000000e-03 8.00000000e-03 2.50600000e-01 1.35704975e-04
 3.24739083e+00 4.53142826e-02 1.13000000e-02 -1.20000000e-03 2.50600000e-01 3.01183583e-04
 2.68729057e+00 7.62349611e-02 -1.72000000e-02 8.40000000e-03 2.50600000e-01 1.14127865e-04
 1.30976768e+00 6.02539850e-02 3.90000000e-03 1.46000000e-02 2.50500000e-01 2.57186126e-04
 5.96254217e+00 1.13503602e-01 -2.71000000e-02 -9.00000000e-03 2.50500000e-01 2.57815862e-04
 5.22139345e+00 1.21459597e-01 -1.49000000e-02 -2.67000000e-02 2.50500000e-01 5.18732439e-04
 1.06156802e-01 4.89392025e-02 1.22000000e-02 1.30000000e-03 2.50500000e-01 2.52428760e-04
 5.60749605e+00 1.30786933e-01 -2.57000000e-02 -2.06000000e-02 2.50400000e-01 4.26171301e-04
 1.01296565e+00 5.50186053e-02 7.30000000e-03 1.17000000e-02 2.50400000e-01 1.60371225e-04
 8.71572746e-02 8.24276386e-02 2.06000000e-02 1.80000000e-03 2.50300000e-01 5.08057833e-04
 3.08065126e+00 1.17533548e-01 -2.95000000e-02 1.80000000e-03 2.50300000e-01 1.31649195e-04
 6.63061330e-01 6.93386242e-02 1.37000000e-02 1.07000000e-02 2.50300000e-01 2.91167868e-04
